Filename,vehicleBrand,vehicleModel,vehicleVariant,vehicleType,registrationNumber,productionDate,mileageFromOdometer,vehicleTransmission,fuelType,drivetrain,basePrice,fuelConsumptionCombined,emissionsCO2,companyName,companyLocation,sellerType,locationCity,locationRegion
15363633.html,Saab,9-3,Hatchback,Car,NCX-574,1999,200000,Manual,Petrol,Front wheel,3950,0.0,,Diilix Oy,Raisio,Dealer,Raisio,Varsinais-Suomi
15363813.html,Kia,Rio,Hatchback,Car,RPT-111,2012,189000,Manual,Petrol,Front wheel,4900,0.0,119,,,Seller,Vaasa,Pohjanmaa
15360578.html,Opel,Astra,Station Wagon,Car,ZGG-214,1995,176077,Manual,Petrol,Front wheel,1100,0.0,,,,Seller,Pori,Satakunta
15359646.html,Audi,A4,Sedan,Car,AYL-411,2000,238000,Manual,Petrol,Front wheel,2590,8.1,194,AutoLinkki Kempele,Kempele,Dealer,Kempele,Pohjois-Pohjanmaa
15361817.html,Toyota,Avensis,Sedan,Car,SNF-914,2003,295000,Manual,Petrol,Front wheel,2290,0.0,176,,,Seller,Lempäälä,Pirkanmaa
15360453.html,Volvo,340,Sedan,Car,LJB-275,1985,189000,Manual,Petrol,Rear wheel,2000,0.0,,,,Seller,Rovaniemi,Lappi
15371383.html,Peugeot,508,Station Wagon,Car,XVM-333,2014,144000,Automatic,Petrol,Front wheel,2200,0.0,165,,,Seller,Ylöjärvi,Pirkanmaa
15364372.html,Ford,Fiesta,Hatchback,Car,FKY-677,2013,307000,Manual,Petrol,Front wheel,2700,0.0,99,,,Seller,Raahe,Pohjois-Pohjanmaa
15367099.html,Volvo,XC60,All-terrain SUV,Car,OZM-255,2016,310000,Manual,Diesel,Front wheel,12800,4.5,117,Vaihtokaara Lempäälä,Lempäälä,Dealer,Lempäälä,Pirkanmaa
15358441.html,Toyota,Celica,Hatchback,Car,OXG-317,2004,327000,Manual,Petrol,Front wheel,2200,0.0,185,VK Autopalvelu,Oulu,Dealer,Oulu,Pohjois-Pohjanmaa
15359731.html,Chevrolet,Corvette,Coupé,Car,CHE-350,1976,,Automatic,Petrol,Rear wheel,6900,0.0,,,,Seller,Turku,Varsinais-Suomi
15370769.html,Nissan,Leaf,Hatchback,Car,CNC-979,2019,107000,Automatic,Electric,Front wheel,13490,0.0,,KIESI Helsinki Konala,Helsinki,Dealer,Helsinki,Uusimaa
15368812.html,Mercedes-Benz,C,Sedan,Car,UPI-346,2004,490000,Manual,Diesel,Rear wheel,1000,0.0,,,,Seller,Kurikka,Etelä-Pohjanmaa
15360088.html,Mercedes-Benz,E,Sedan,Car,OXC-790,2016,228000,Automatic,Diesel,Rear wheel,15800,0.0,,,,Seller,Raisio,Varsinais-Suomi
15361143.html,Skoda,Octavia,Sedan,Car,FHV-651,2007,360296,Automatic,Diesel,Front wheel,1700,0.0,168,,,Seller,Ylöjärvi,Pirkanmaa
15366339.html,Volkswagen,Transporter,Short - Low,Van,KYF-449,2001,254000,Manual,Diesel,Front wheel,2800,0.0,,,,Seller,Kuopio,Pohjois-Savo
15374905.html,Nissan,Note,Hatchback,Car,KNX-872,2016,132562,Manual,Petrol,Front wheel,4200,0.0,99,,,Seller,Jyväskylä,Keski-Suomi
15360877.html,Volvo,V70,Station Wagon,Car,VOG-978,2005,365000,Manual,Petrol,Front wheel,1700,0.0,,,,Seller,Äänekoski,Keski-Suomi
15366184.html,Toyota,Auris,Hatchback,Car,JIJ-381,2011,176000,Manual,Petrol,Front wheel,5990,6.6,153,,,Seller,Vantaa,Uusimaa
15363686.html,Peugeot,207,Hatchback,Car,XHY-432,2007,244464,Manual,Petrol,Front wheel,1300,0.0,152,,,Seller,Parainen,Varsinais-Suomi
15360621.html,Mitsubishi,Pajero,All-terrain SUV,Car,JHE-17,1999,220000,Manual,Petrol,Four wheel,4900,0.0,,,,Seller,Helsinki,Uusimaa
15363080.html,MINI,One,Hatchback,Car,FJI-947,2009,194702,Manual,Petrol,Front wheel,4800,0.0,128,,,Seller,Paimio,Varsinais-Suomi
15364765.html,Ford,B-Max,MPV,Car,VXV-377,2016,163000,Manual,Petrol,Front wheel,5980,4.9,114,Autosi,Lempäälä,Dealer,Lempäälä,Pirkanmaa
15359344.html,Honda,Accord,Station Wagon,Car,IKZ-983,2007,355000,Manual,Petrol,Front wheel,2650,8.6,204,AutoLinkki Kempele,Kempele,Dealer,Kempele,Pohjois-Pohjanmaa
15360788.html,Mercedes-Benz,CE,Coupé,Car,IZE-773,1995,240000,Manual,Petrol,Rear wheel,8000,0.0,,,,Seller,Lohja,Uusimaa
15360355.html,Hyundai,i20,Hatchback,Car,BMZ-341,2009,99800,Manual,Petrol,Front wheel,3750,0.0,119,,,Seller,Parkano,Pirkanmaa
15370871.html,Chevrolet,Camaro,Coupé,Car,NBC-3,1981,2000,Automatic,Petrol,Rear wheel,15000,0.0,,,,Seller,Helsinki,Uusimaa
15360874.html,Toyota,Yaris,Hatchback,Car,ZJE-471,2000,115500,Automatic,Petrol,Front wheel,2650,0.0,,Flex Autokauppa Oy,Helsinki,Dealer,Helsinki,Uusimaa
15362773.html,Ford,Ranger,Pickup,Van,BTN-985,2009,390000,Manual,Diesel,Four wheel,1000,0.0,,,,Seller,Valkeakoski,Pirkanmaa
15371329.html,Citroen,Jumpy,Short - Semihigh,Van,JGT-788,2006,404000,Manual,Diesel,Front wheel,1950,0.0,,,,Seller,Kiuruvesi,Pohjois-Savo
15365473.html,Kia,Ceed,Station Wagon,Car,TVY-743,2008,193000,Manual,Petrol,Front wheel,2000,6.5,154,Saka Finland Oy Kouvola,Kouvola,Dealer,Kouvola,Kymenlaakso
15369203.html,Chevrolet,Express 2500,Other,Light truck,OYX-630,2007,270000,Automatic,Diesel,Rear wheel,24880,0.0,,Autotalo Leppiniemi Oy,Lempäälä,Dealer,Lempäälä,Pirkanmaa
15358719.html,Volkswagen,Transporter,MPV,Car,CJM-894,2015,484000,Manual,Diesel,Front wheel,11500,0.0,184,,,Seller,Kouvola,Kymenlaakso
15361239.html,Nissan,NV200,Other,Van,LLL-270,2010,281000,Manual,Diesel,Front wheel,2900,5.0,137,,,Seller,Kangasala,Pirkanmaa
15369323.html,Audi,A6,Station Wagon,Car,JIN-805,2011,264000,Automatic,Diesel,Front wheel,6900,0.0,,,,Seller,Vantaa,Uusimaa
15368821.html,Nissan,Navara,Pickup,Van,JHM-615,2007,274000,Manual,Diesel,Four wheel,4900,0.0,,,,Seller,Turku,Varsinais-Suomi
15359064.html,Opel,Insignia,Station Wagon,Car,CHF-512,2009,285000,Manual,Petrol,Front wheel,2500,8.0,186,,,Seller,Hämeenlinna,Kanta-Häme
15374748.html,Hyundai,i40,Station Wagon,Car,JIU-804,2012,323000,Manual,Petrol,Front wheel,1200,0.0,140,,,Seller,Helsinki,Uusimaa
15364634.html,Honda,CR-V,MPV,Car,KRS-180,2013,179000,Automatic,Diesel,Four wheel,15900,6.8,180,Savon Autotalo Oy,Kuopio,Dealer,Kuopio,Pohjois-Savo
15359500.html,Fiat,Punto,Hatchback,Car,GGY-732,2006,191000,Manual,Petrol,Front wheel,1250,6.0,,,,Seller,Rauma,Satakunta
15359768.html,Audi,Q7,All-terrain SUV,Car,ZNB-426,2012,333000,Automatic,Diesel,Four wheel,13990,7.4,195,KIESI Espoo Koskelo,Espoo,Dealer,Espoo,Uusimaa
15374954.html,Peugeot,207,Hatchback,Car,HUG-611,2007,209500,Manual,Petrol,Front wheel,1250,6.4,152,,,Seller,Joensuu,Pohjois-Karjala
15363268.html,Volvo,V50,Station Wagon,Car,OTE-849,2012,275000,Automatic,Diesel,Front wheel,5500,0.0,154,,,Seller,Salo,Varsinais-Suomi
15362639.html,Volvo,V50,Station Wagon,Car,LMZ-978,2008,160000,Automatic,Diesel,Front wheel,7500,6.0,159,,,Seller,Vantaa,Uusimaa
15361449.html,Toyota,Corolla,Sedan,Car,EXF-866,2007,556000,Manual,Diesel,Front wheel,1200,0.0,141,,,Seller,Tornio,Lappi
15361318.html,Volkswagen,Passat,Station Wagon,Car,XNC-743,2013,164860,Automatic,Diesel,Front wheel,10500,0.0,122,,,Seller,Helsinki,Uusimaa
15371638.html,Mercedes-Benz,C,Sedan,Car,IYA-525,1999,270000,Manual,Petrol,Rear wheel,1200,0.0,,,,Seller,Tammela,Kanta-Häme
15358596.html,Mercedes-Benz,E,Sedan,Car,EJZ-158,2004,558000,Automatic,Diesel,Rear wheel,2900,0.0,,,,Seller,Hämeenlinna,Kanta-Häme
15360651.html,Mercedes-Benz,Vito,Other,Van,JGJ-569,2005,379700,Manual,Diesel,Rear wheel,3400,0.0,,,,Seller,Perho,Keski-Pohjanmaa
15370965.html,Opel,Vectra,Hatchback,Car,EVA-240,2006,307669,Manual,Petrol,Front wheel,1300,0.0,,,,Seller,Iisalmi,Pohjois-Savo
15375098.html,Honda,Accord,Station Wagon,Car,ZRY-648,2009,476544,Manual,Diesel,Front wheel,1890,0.0,157,,,Seller,Nivala,Pohjois-Pohjanmaa
15363467.html,Volvo,142,Sedan,Car,JBH-915,1967,400000,Manual,Petrol,Rear wheel,1000,0.0,,,,Seller,Oulainen,Pohjois-Pohjanmaa
15372974.html,Lexus,GS,Sedan,Car,SCG-663,2003,350400,Automatic,Petrol,Rear wheel,3500,0.0,,,,Seller,Kuopio,Pohjois-Savo
15359827.html,Mitsubishi,L200,Pickup,Van,LZX-311,2001,388408,Manual,Diesel,Four wheel,3500,0.0,,,,Seller,Inari,Lappi
15370990.html,Toyota,Corolla,Sedan,Car,AJG-303,2005,270500,Manual,Petrol,Front wheel,2300,0.0,168,,,Seller,Porvoo,Uusimaa
15364873.html,Peugeot,207,Hatchback,Car,SUI-427,2006,138000,Manual,Not available,Front wheel,2990,6.4,152,Autoliike Heinonen,Ylivieska,Dealer,Ylivieska,Pohjois-Pohjanmaa
15361225.html,BMW,X5,All-terrain SUV,Car,HOI-963,2007,350000,Automatic,Diesel,Four wheel,7500,0.0,,,,Seller,Kuopio,Pohjois-Savo
15359217.html,Volkswagen,Passat,Station Wagon,Car,OJZ-616,2010,,Manual,Diesel,Four wheel,4590,0.0,159,,,Seller,Kontiolahti,Pohjois-Karjala
15366847.html,Toyota,Verso-S,MPV,Car,GJP-587,2011,120000,Automatic,Petrol,Front wheel,10500,5.5,117,,,Seller,Laitila,Varsinais-Suomi
15366027.html,Opel,Vivaro,Long - Low,Van,FMR-702,2018,163000,Manual,Diesel,Front wheel,9890,6.1,159,Cardeal Group,Tampere,Dealer,Ylöjärvi,Pirkanmaa
15363783.html,BMW,525,Station Wagon,Car,LOA-649,2003,208000,Manual,Petrol,Rear wheel,3900,0.0,,,,Seller,Jyväskylä,Keski-Suomi
15366386.html,Volkswagen,Passat,Station Wagon,Car,EOF-547,2006,275000,Manual,Petrol,Front wheel,1950,8.2,197,,,Seller,Hämeenlinna,Kanta-Häme
15366107.html,Toyota,Avensis,Sedan,Car,GEP-106,2001,343232,Manual,Petrol,Front wheel,1990,7.1,170,LappiCars Oy,Rovaniemi,Dealer,Rovaniemi,Lappi
15360005.html,BMW,535,Sedan,Car,BRL-813,2007,404000,Automatic,Diesel,Rear wheel,8800,6.8,182,,,Seller,Pori,Satakunta
15363652.html,Toyota,Hiace,Other,Van,TYU-203,2003,330000,Manual,Diesel,Rear wheel,4200,0.0,,,,Seller,Piikkiö,Varsinais-Suomi
15362503.html,Nissan,Qashqai,All-terrain SUV,Car,ILR-183,2014,398000,Manual,Diesel,Front wheel,4450,3.8,99,5V-Auto,Raisio,Dealer,Raisio,Varsinais-Suomi
15374908.html,Toyota,Avensis,Station Wagon,Car,VIV-472,2000,470666,Manual,Petrol,Front wheel,1500,0.0,,,,Seller,Jyväskylä,Keski-Suomi
15371317.html,Skoda,Octavia,Station Wagon,Car,ICZ-275,2007,400000,Manual,Diesel,Front wheel,1300,6.5,,,,Seller,Tampere,Pirkanmaa
15368768.html,Audi,100,Sedan,Car,YEJ-235,1989,480000,Manual,Petrol,Front wheel,1300,0.0,,,,Seller,Joensuu,Pohjois-Karjala
15358969.html,Hyundai,i30,Station Wagon,Car,ZKV-305,2016,195296,Manual,Petrol,Front wheel,3250,8.5,133,,,Seller,Kuopio,Pohjois-Savo
15359557.html,Peugeot,Boxer,Other,Van,BNY-689,2009,200170,Manual,Diesel,Front wheel,3150,0.0,240,,,Seller,Kuortane,Etelä-Pohjanmaa
15372199.html,Saab,900,Sedan,Car,VNC-195,1983,221898,Manual,Petrol,Front wheel,3200,0.0,,,,Seller,Janakkala,Kanta-Häme
15359917.html,Volvo,S40,Sedan,Car,OLZ-219,2010,300520,Manual,Diesel,Front wheel,1950,3.8,104,,,Seller,Ulvila,Satakunta
15366708.html,Honda,Civic,Sedan,Car,IVG-671,2004,,Manual,Petrol,Front wheel,1500,0.0,153,,,Seller,Pori,Satakunta
15361422.html,Toyota,Avensis,Sedan,Car,LPG-844,2004,210600,Manual,Petrol,Front wheel,3500,0.0,171,,,Seller,Tampere,Pirkanmaa
15359486.html,Volkswagen,Golf,Hatchback,Car,CIX-741,2012,147980,Automatic,Petrol,Front wheel,6700,5.3,123,,,Seller,Espoo,Uusimaa
15361014.html,Volvo,940,Station Wagon,Car,CBM-929,1994,521000,Automatic,Petrol,Rear wheel,2500,0.0,,,,Seller,Janakkala,Kanta-Häme
15365889.html,Volkswagen,Golf,Hatchback,Car,YGA-325,2006,270000,Manual,Petrol,Front wheel,2190,6.9,166,Vaihtokaara Raisio,Raisio,Dealer,Raisio,Varsinais-Suomi
15363880.html,Kia,Ceed,Station Wagon,Car,TEZ-328,2010,170000,Manual,Petrol,Front wheel,3950,0.0,135,Antons Verkstad,Pietarsaari,Dealer,Pietarsaari,Pohjanmaa
15370600.html,Opel,Astra,Hatchback,Car,IKI-371,2005,289200,Manual,Petrol,Front wheel,1000,0.0,,,,Seller,Kangasala,Pirkanmaa
15367845.html,Ford,Transit,Short - Low,Van,VYJ-147,2001,437000,Manual,Diesel,Front wheel,1500,0.0,,,,Seller,Savonlinna,Etelä-Savo
15361560.html,Honda,Jazz,Hatchback,Car,JHR-769,2011,237222,Automatic,Petrol,Front wheel,4100,5.4,125,,,Seller,Porvoo,Uusimaa
15364063.html,Kia,Xceed,Hatchback,Car,ZNP-174,2022,50000,Automatic,Petrol,Front wheel,24500,0.0,140,,,Seller,Vantaa,Uusimaa
15369759.html,Audi,A4,Sedan,Car,CZH-478,2007,250000,Automatic,Petrol,Front wheel,3800,0.0,,Only 10 Oy,Hyvinkää,Dealer,Hyvinkää,Uusimaa
15365667.html,Volvo,V70,Station Wagon,Car,,2000,367000,Automatic,Petrol,Front wheel,1100,9.1,,,,Seller,Tampere,Pirkanmaa
15368685.html,Volvo,V70,Station Wagon,Car,NGV-684,2006,523800,Automatic,Diesel,Front wheel,2600,6.0,,,,Seller,Oulu,Pohjois-Pohjanmaa
15362786.html,Honda,CR-V,All-terrain SUV,Car,RHI-685,2009,305000,Manual,Diesel,Four wheel,6900,6.5,173,AutoLinkki Kempele,Kempele,Dealer,Kempele,Pohjois-Pohjanmaa
15363700.html,Audi,A3,Hatchback,Car,HUZ-337,2005,246000,Manual,Petrol,Front wheel,3490,7.2,173,JVK CARS,Ylöjärvi,Dealer,Ylöjärvi,Pirkanmaa
15364101.html,Volvo,V70,Station Wagon,Car,RHF-438,2005,672305,Automatic,Diesel,Front wheel,1000,0.0,,,,Seller,Tornio,Lappi
15363879.html,Volkswagen,Transporter,Other,Van,EXI-907,2011,170000,Manual,Diesel,Front wheel,11900,0.0,190,,,Seller,Uusikaupunki,Varsinais-Suomi
15373693.html,Peugeot,106,Racing vehicle,Car,BIH-297,2000,100,Manual,Petrol,Front wheel,7500,0.0,,,,Seller,Lappeenranta,Etelä-Karjala
15366617.html,Citroen,Berlingo,MPV,Car,LUG-433,2004,327000,Manual,Petrol,Front wheel,1400,0.0,,,,Seller,Ylöjärvi,Pirkanmaa
15368415.html,Opel,Grandland X,All-terrain SUV,Car,CKX-382,2018,91000,Automatic,Diesel,Front wheel,13500,0.0,,,,Seller,Lieksa,Pohjois-Karjala
15360146.html,Ford,Mondeo,Hatchback,Car,EXK-759,2004,361461,Manual,Petrol,Front wheel,1290,0.0,,,,Seller,Hyvinkää,Uusimaa
15370238.html,Toyota,Corolla,Sedan,Car,UEI-172,2008,239000,Manual,Petrol,Front wheel,3000,0.0,158,,,Seller,Oulunsalo,Pohjois-Pohjanmaa
15371387.html,Toyota,Corolla,Hatchback,Car,CYB-561,2004,360000,Manual,Petrol,Front wheel,1890,6.7,159,Autovälitys Peltoniemi Oy,Kajaani,Dealer,Kajaani,Kainuu
15367774.html,Honda,CR-V,All-terrain SUV,Car,VMY-419,2008,181000,Automatic,Petrol,Four wheel,13490,8.2,195,Vaihtoautomaa Lempäälä,Lempäälä,Dealer,Lempäälä,Pirkanmaa
15362599.html,Peugeot,Expert,Long - Low,Van,FFK-697,2003,298900,Manual,Diesel,Front wheel,1800,0.0,,,,Seller,Punkalaidun,Pirkanmaa
15367733.html,Mazda,6,Station Wagon,Car,IHM-605,2008,230000,Manual,Petrol,Front wheel,3900,0.0,171,,,Seller,Savonlinna,Etelä-Savo
15359058.html,Audi,A3,Hatchback,Car,GEX-884,2001,128044,Automatic,Petrol,Front wheel,1800,0.0,,,,Seller,Mikkeli,Etelä-Savo
15375101.html,Volkswagen,Polo,Hatchback,Car,SKI-429,2005,142000,Manual,Petrol,Front wheel,2100,0.0,,,,Seller,Raasepori,Uusimaa
15368700.html,Citroen,AX,Racing vehicle,Car,BJR-739,1988,183716,Manual,Petrol,Front wheel,1280,0.0,,,,Seller,Kontiolahti,Pohjois-Karjala
15360713.html,Citroen,Berlingo,Short - Low,Van,HVG-212,2007,111065,Manual,Diesel,Front wheel,2900,0.0,,,,Seller,Espoo,Uusimaa
15374354.html,BMW,528,Sedan,Car,SXI-295,1998,408000,Manual,Petrol,Rear wheel,3300,0.0,,,,Seller,Jyväskylä,Keski-Suomi
15363818.html,Mercedes-Benz,SL,Convertible,Car,CTU-11,1974,406832,Automatic,Petrol,Rear wheel,11900,0.0,,,,Seller,Helsinki,Uusimaa
15360816.html,Mercedes-Benz,190,Sedan,Car,AYX-236,1992,280000,Manual,Diesel,Rear wheel,4500,5.0,,,,Seller,Lahti,Päijät-Häme
15359004.html,BMW,320,Station Wagon,Car,ZKG-741,2004,460000,Manual,Diesel,Rear wheel,1700,0.0,,,,Seller,Seinäjoki,Etelä-Pohjanmaa
15370275.html,Saab,9-5,Sedan,Car,BSG-821,2006,138000,Manual,Petrol,Front wheel,5000,0.0,214,,,Seller,Tyrnävä,Pohjois-Pohjanmaa
15366105.html,Nissan,X-Trail,All-terrain SUV,Car,YFT-659,2005,4120,Manual,Petrol,Four wheel,2300,0.0,,,,Seller,Ylitornio,Lappi
15375190.html,Skoda,Roomster,MPV,Car,CZO-908,2007,98208,Manual,Petrol,Front wheel,5000,0.0,,,,Seller,Heinola,Päijät-Häme
15374716.html,Mercedes-Benz,C,Sedan,Car,KLF-968,1994,214369,Automatic,Petrol,Rear wheel,1500,0.0,,,,Seller,Joroinen,Pohjois-Savo
15363543.html,Volvo,V70,Station Wagon,Car,ABG-809,2002,523105,Manual,Diesel,Front wheel,1000,0.0,,,,Seller,Hankasalmi,Keski-Suomi
15368299.html,Audi,A3,Hatchback,Car,BMZ-531,2009,207000,Manual,Petrol,Front wheel,5790,6.1,143,Saimaan Autopiste,Mikkeli,Dealer,Mikkeli,Etelä-Savo
15360435.html,Volkswagen,Golf,Station Wagon,Car,IMZ-351,2008,315000,Automatic,Petrol,Front wheel,2450,0.0,169,,,Seller,Janakkala,Kanta-Häme
15358901.html,Volkswagen,Crafter,Extra long,Light truck,BON-693,2008,320000,Manual,Diesel,Rear wheel,9000,0.0,,,,Seller,Iisalmi,Pohjois-Savo
15373896.html,Volvo,740,Station Wagon,Car,OYP-645,1990,471850,Manual,Petrol,Rear wheel,2200,90.0,,,,Seller,Hyvinkää,Uusimaa
15360421.html,Volvo,V70,Station Wagon,Car,JGC-773,2005,585321,Automatic,Diesel,Front wheel,1400,0.0,,,,Seller,Lapinlahti,Pohjois-Savo
15360023.html,Chevrolet,Chevy Van,Long - High,Light truck,JKT-54,2000,337056,Automatic,Diesel,Rear wheel,6500,0.0,,,,Seller,Hämeenkyrö,Pirkanmaa
15374266.html,Volvo,V50,Station Wagon,Car,USI-753,2005,369000,Manual,Diesel,Front wheel,1500,0.0,,,,Seller,Kokkola,Keski-Pohjanmaa
15371593.html,Opel,Commodore,Coupé,Car,JPV-22,1968,123,Automatic,Petrol,Rear wheel,2500,0.0,,,,Seller,Rovaniemi,Lappi
15359188.html,Toyota,C-HR,Hatchback,Car,FRL-347,2020,82704,Automatic,Hybrid (petrol/electric),Front wheel,25750,0.0,,Oulun DM-Auto Oy,Kempele,Dealer,Kempele,Pohjois-Pohjanmaa
15371136.html,Nissan,Note,Hatchback,Car,OKZ-144,2010,177500,Manual,Petrol,Front wheel,1499,0.0,139,,,Seller,Tampere,Pirkanmaa
15368449.html,Volkswagen,Passat,Station Wagon,Car,EOB-706,2017,446000,Automatic,Diesel,Front wheel,6280,0.0,104,,,Seller,Espoo,Uusimaa
15371892.html,Toyota,Aygo,Hatchback,Car,IHU-460,2008,178150,Manual,Petrol,Front wheel,1990,0.0,108,,,Seller,Lohja,Uusimaa
15365983.html,Toyota,RAV4,All-terrain SUV,Car,MOE-275,2022,55000,Automatic,Petrol,Front wheel,36500,0.0,,,,Seller,Forssa,Kanta-Häme
15362529.html,Volkswagen,Golf,Station Wagon,Car,NGN-839,2005,285000,Manual,Petrol,Front wheel,1900,0.0,168,Raatix Oy,Iisalmi,Dealer,Iisalmi,Pohjois-Savo
15362315.html,Nissan,Qashqai,Station Wagon,Car,HTI-640,2007,322000,Manual,Diesel,Front wheel,1000,0.0,,,,Seller,Siilinjärvi,Pohjois-Savo
15361788.html,Toyota,Camry,Sedan,Car,LGG-667,1992,,Manual,Petrol,Front wheel,1000,0.0,,,,Seller,Lapua,Etelä-Pohjanmaa
15368240.html,Toyota,Corolla,Sedan,Car,FGJ-479,2004,413000,Manual,Petrol,Front wheel,1000,0.0,,,,Seller,Pori,Satakunta
15361166.html,Toyota,Verso,MPV,Car,JIS-112,2012,337000,Manual,Diesel,Front wheel,2900,0.0,139,,,Seller,Kuopio,Pohjois-Savo
15359052.html,Skoda,Octavia,Station Wagon,Car,BUH-613,2015,296000,Automatic,Diesel,Four wheel,10380,5.1,134,KIESI Helsinki Konala,Helsinki,Dealer,Helsinki,Uusimaa
15361017.html,Toyota,Corolla,Hatchback,Car,UCY-584,2005,257000,Manual,Petrol,Front wheel,2690,0.0,168,,,Seller,Vaasa,Pohjanmaa
15365911.html,Seat,Leon,Hatchback,Car,KEZ-315,2005,245000,Manual,Petrol,Front wheel,6500,0.0,,,,Seller,Laukaa,Keski-Suomi
15360251.html,Skoda,Octavia,Station Wagon,Car,HVY-469,2011,372000,Manual,Diesel,Front wheel,2800,0.0,119,,,Seller,Pello,Lappi
15358734.html,Tesla,Model 3,Sedan,Car,GOO-837,2021,130000,Automatic,Electric,Four wheel,26470,0.0,,Autolähde Oy,Tampere,Dealer,Tampere,Pirkanmaa
15367691.html,Toyota,Avensis,Station Wagon,Car,IHV-140,2009,307000,Manual,Diesel,Front wheel,4690,5.4,142,Oulun DM-Auto Oy,Kempele,Dealer,Kempele,Pohjois-Pohjanmaa
15373504.html,Smart,Forfour,Station Wagon,Car,HUZ-749,2004,179500,Automatic,Petrol,Front wheel,2450,0.0,,,,Seller,Pöytyä,Varsinais-Suomi
15373986.html,Toyota,Corolla,Hatchback,Car,OJI-927,2005,235000,Manual,Petrol,Front wheel,2700,0.0,168,,,Seller,Jyväskylä,Keski-Suomi
15359238.html,Toyota,Corolla,Sedan,Car,FCI-540,1997,335000,Manual,Petrol,Front wheel,1200,0.0,,,,Seller,Hyvinkää,Uusimaa
15366259.html,Mercedes-Benz,200,Coupé,Car,XPS-909,2002,136000,Manual,Petrol,Rear wheel,1500,0.0,,,,Seller,Savonlinna,Etelä-Savo
15359332.html,Toyota,Yaris,Hatchback,Car,LLG-307,2003,299356,Manual,Petrol,Front wheel,1000,0.0,,,,Seller,Lohja,Uusimaa
15364941.html,Volvo,XC60,All-terrain SUV,Car,ETO-509,2021,157000,Automatic,Hybrid (petrol/electric),Four wheel,28900,2.8,56,Future Store Drivalia,Vantaa,Dealer,Vantaa,Uusimaa
15363742.html,Mercedes-Benz,C,Station Wagon,Car,XVP-805,2011,466598,Automatic,Diesel,Rear wheel,4900,0.0,,,,Seller,Akaa,Pirkanmaa
15363679.html,Volkswagen,Transporter,Other,Van,ESY-310,2012,295000,Manual,Diesel,Front wheel,8650,0.0,193,,,Seller,Kokkola,Keski-Pohjanmaa
15358957.html,BMW,X3,Station Wagon,Car,IOB-478,2004,268000,Automatic,Petrol,Four wheel,2000,0.0,,,,Seller,Tampere,Pirkanmaa
15366185.html,Audi,A3,Hatchback,Car,TYO-755,2001,184400,Manual,Petrol,Front wheel,1200,0.0,,RoiCar Oy,Rovaniemi,Dealer,Rovaniemi,Lappi
15362308.html,Tesla,Model S,Sedan,Car,RSB-415,2015,239500,Automatic,Electric,Four wheel,19500,0.0,,,,Seller,Vantaa,Uusimaa
15361094.html,Audi,A4,Station Wagon,Car,FJP-827,2010,350000,Automatic,Diesel,Front wheel,1000,0.0,155,,,Seller,Kempele,Pohjois-Pohjanmaa
15363772.html,Volkswagen,Golf,Hatchback,Car,BTY-298,2009,251000,Manual,Petrol,Front wheel,2800,7.1,144,,,Seller,Tampere,Pirkanmaa
15363243.html,Volvo,740,Sedan,Car,SSF-399,1989,,Manual,Petrol,Rear wheel,1900,25.0,,,,Seller,Tuusula,Uusimaa
15368061.html,Fiat,Stilo,Station Wagon,Car,RVF-787,2006,172720,Manual,Petrol,Front wheel,1700,0.0,,,,Seller,Asikkala,Päijät-Häme
15363341.html,Audi,A6 Allroad,Station Wagon,Car,KPO-159,2011,430000,Automatic,Diesel,Four wheel,2000,7.0,,,,Seller,Halsua,Keski-Pohjanmaa
15359283.html,Toyota,Avensis,Station Wagon,Car,XPI-725,2007,235500,Manual,Petrol,Front wheel,4000,0.0,,,,Seller,Hyvinkää,Uusimaa
15358480.html,Fiat,600,Hatchback,Car,VGP-99,1965,60000,Manual,Petrol,Rear wheel,3500,0.0,,,,Seller,Virrat,Pirkanmaa
15363409.html,BMW,320,Station Wagon,Car,VCZ-786,2009,345700,Manual,Diesel,Rear wheel,2800,0.0,130,,,Seller,Joutseno,Etelä-Karjala
15365145.html,Volvo,740,Sedan,Car,EKU-170,1989,466000,Manual,Petrol,Rear wheel,3100,0.0,,,,Seller,Vantaa,Uusimaa
15365670.html,Kia,Sorento,All-terrain SUV,Car,GKJ-506,2011,300925,Automatic,Diesel,Front wheel,4490,0.0,194,,,Seller,Orimattila,Päijät-Häme
15360564.html,BMW,528,Sedan,Car,YLO-755,2000,310500,Automatic,Petrol,Rear wheel,3200,0.0,,,,Seller,Juankoski,Pohjois-Savo
15359920.html,Peugeot,508,Sedan,Car,ILA-626,2013,209000,Manual,Diesel,Front wheel,3950,4.4,114,5V-Auto,Raisio,Dealer,Raisio,Varsinais-Suomi
15368883.html,Volkswagen,Transporter,Long - Low,Van,MGU-937,1996,401572,Manual,Diesel,Front wheel,2000,0.0,,,,Seller,Juuka,Pohjois-Karjala
15360726.html,Nissan,NV200,Other,Van,ZJH-656,2010,243000,Manual,Diesel,Front wheel,2800,0.0,137,,,Seller,Utajärvi,Pohjois-Pohjanmaa
15369350.html,Volkswagen,Jetta,Sedan,Car,KPS-271,2011,219000,Manual,Diesel,Front wheel,3900,4.2,109,Länsimoottori Oy,Pöytyä,Dealer,Pöytyä,Varsinais-Suomi
